date,chapo,dough,lpotl,msw,naddp,seccap,tcb,tco,tesd,tmg
2017-05-04,12892.0,2331.0,3648,,,7325.0,3098.0,,,
2017-05-05,12975.0,2335.0,3673,,,7353.0,3116.0,,,
2017-05-06,13034.0,2342.0,3689,,,7364.0,3134.0,,,
2017-05-07,13076.0,2350.0,3696,,,7377.0,3146.0,,,
2017-05-08,13111.0,2357.0,3711,,,7408.0,3171.0,,,
2017-05-09,13154.0,2370.0,3731,,,7434.0,3179.0,,,
2017-05-10,13200.0,2377.0,3750,,,7457.0,3188.0,,,
2017-05-11,13251.0,2387.0,3759,,,7465.0,3200.0,,,
2017-05-12,13294.0,2394.0,3771,,,7483.0,3205.0,,,
2017-05-13,13331.0,2400.0,3785,,,7496.0,3213.0,,,
2017-05-14,13363.0,2408.0,3796,,,7501.0,3224.0,,,
2017-05-15,13385.0,2418.0,3802,,,7521.0,3238.0,,,
2017-05-16,13430.0,2446.0,3812,,,7537.0,3246.0,,,
2017-05-17,13458.0,2463.0,3824,,,7554.0,3257.0,,,
2017-05-18,13479.0,2481.0,3827,,,7565.0,3267.0,,,
2017-05-19,13516.0,2488.0,3844,,,7577.0,3285.0,,,
2017-05-20,13582.0,2497.0,3848,,,7589.0,3293.0,,,
2017-05-21,13635.0,2503.0,3861,,,7599.0,3305.0,,,
2017-05-22,13657.0,2509.0,3868,,,7621.0,3325.0,,,
2017-05-23,13670.0,2531.0,3876,,,7630.0,3341.0,,,
2017-05-24,13757.0,2546.0,3883,,,7641.0,3355.0,,,
2017-05-25,13839.0,2556.0,3896,,,7673.0,3367.0,,,
2017-05-26,13865.0,2561.0,3909,,,7688.0,3374.0,,,
2017-05-27,13881.0,2562.0,3921,,,7699.0,3381.0,,,
2017-05-28,13907.0,2567.0,3927,,,7707.0,3391.0,,,
2017-05-29,13921.0,2576.0,3931,,,7726.0,3402.0,,,
2017-05-30,13943.0,2581.0,3937,,,7739.0,3405.0,,,
2017-05-31,13962.0,2587.0,3941,,,7746.0,3412.0,,,
2017-06-01,13546.0,2521.0,3753,,,7458.0,3290.0,,,
2017-06-02,13627.0,2538.0,3804,,,7537.0,3328.0,,,
2017-06-03,13666.0,2545.0,3817,,,7561.0,3347.0,,,
2017-06-04,13695.0,2549.0,3824,,,7577.0,3363.0,,,
2017-06-05,13726.0,2562.0,3841,,,7596.0,3413.0,,,
2017-06-06,13768.0,2585.0,3852,,,7635.0,3437.0,,,
2017-06-07,13839.0,2609.0,3876,,,7666.0,3458.0,,,
2017-06-08,13938.0,2615.0,3887,,,7693.0,3478.0,,,
2017-06-09,14000.0,2629.0,3902,,,7718.0,3494.0,,,
2017-06-10,14043.0,2634.0,3912,,,7730.0,3508.0,,,
2017-06-11,14086.0,2641.0,3920,,,7740.0,3518.0,,,
2017-06-12,14117.0,2643.0,3924,,,7752.0,3538.0,,,
2017-06-13,14146.0,2659.0,3934,,,7765.0,3551.0,,,
2017-06-14,14244.0,2688.0,3940,,,7777.0,3565.0,,,
2017-06-15,14357.0,2708.0,3962,,,7802.0,3575.0,,,
2017-06-16,14418.0,2713.0,3963,,,7809.0,3582.0,,,
2017-06-17,14464.0,2717.0,3967,,,7816.0,3591.0,,,
2017-06-18,14517.0,2724.0,3976,,,7822.0,3600.0,,,
2017-06-19,14587.0,2735.0,3990,,,7834.0,3618.0,,,
2017-06-20,14616.0,2737.0,4013,,,7837.0,3624.0,,,
2017-06-21,14684.0,2748.0,4090,,,7837.0,3633.0,,,
2017-06-22,14756.0,2755.0,4122,,,7848.0,3651.0,,,
2017-06-23,14825.0,2760.0,4137,,,7865.0,3650.0,,,
2017-06-24,14859.0,2763.0,4145,,,7871.0,3654.0,,,
2017-06-25,14892.0,2765.0,4151,,,7874.0,3662.0,,,
2017-06-26,14922.0,2771.0,4156,,,7879.0,3671.0,,,
2017-06-27,14945.0,2775.0,4177,,,7876.0,3676.0,,,
2017-06-28,14983.0,2773.0,4193,,,7881.0,3680.0,,,
2017-06-29,15017.0,2777.0,4198,,,7883.0,3683.0,,,
2017-06-30,15082.0,2777.0,4205,,,7882.0,3680.0,,,
2017-07-01,14611.0,2711.0,4032,,,7559.0,3516.0,,,
2017-07-02,14724.0,2720.0,4049,,,7580.0,3548.0,,,
2017-07-03,14875.0,2739.0,4062,,,7638.0,3584.0,,,
2017-07-04,14969.0,2771.0,4093,,,7682.0,3606.0,,,
2017-07-05,15049.0,2796.0,4106,,,7715.0,3628.0,,,
2017-07-06,15232.0,2808.0,4119,,,7748.0,3667.0,,,
2017-07-07,15377.0,2820.0,4135,,,7776.0,3699.0,,,
2017-07-08,15454.0,2826.0,4140,,,7782.0,3714.0,,,
2017-07-09,15544.0,2838.0,4142,,,7789.0,3732.0,,,
2017-07-10,15580.0,2851.0,4150,,,7799.0,3754.0,,,
2017-07-11,15625.0,2862.0,4170,,,7807.0,3769.0,,,
2017-07-12,15690.0,2873.0,4178,,,7819.0,3785.0,,,
2017-07-13,15763.0,2881.0,4196,,,7832.0,3796.0,,,
2017-07-14,15820.0,2887.0,4209,,,7838.0,3807.0,,,
2017-07-15,15867.0,2900.0,4235,,,7860.0,3816.0,,,
2017-07-16,15906.0,2907.0,4250,,,7866.0,3830.0,,,
2017-07-17,15954.0,2911.0,4261,,,7873.0,3848.0,,,
2017-07-18,15995.0,2922.0,4265,,,7887.0,3865.0,,,
2017-07-19,16051.0,2927.0,4275,,,7897.0,3877.0,,,
2017-07-20,16115.0,2935.0,4285,,,7912.0,3889.0,,,
2017-07-21,16171.0,2936.0,4299,,,7919.0,3897.0,,,
2017-07-22,16230.0,2943.0,4305,,,7921.0,3906.0,,,
2017-07-23,16310.0,2946.0,4306,,,7928.0,3914.0,,,
2017-07-24,16353.0,2957.0,4309,,,7929.0,3926.0,,,
2017-07-25,16375.0,2966.0,4315,,,7934.0,3939.0,,,
2017-07-26,16418.0,2968.0,4322,,,7941.0,3956.0,,,
2017-07-27,16432.0,2976.0,4325,,,7960.0,3962.0,,,
2017-07-28,16472.0,2985.0,4338,,,7966.0,3970.0,,,
2017-07-29,16493.0,2990.0,4345,,,7968.0,3982.0,,,
2017-07-30,16520.0,2998.0,4347,,,7968.0,3987.0,,,
2017-07-31,16528.0,2996.0,4348,,,7974.0,3989.0,,,
2017-08-01,16001.0,2941.0,4157,,,7648.0,3841.0,,,
2017-08-02,16106.0,2970.0,4180,,,7722.0,3874.0,,,
2017-08-03,16202.0,2985.0,4204,,,7800.0,3900.0,,,
2017-08-04,16450.0,3002.0,4231,,,7842.0,3937.0,,,
2017-08-05,16604.0,3007.0,4248,,,7863.0,3967.0,,,
2017-08-06,16730.0,3019.0,4258,,,7872.0,3996.0,,,
2017-08-07,16880.0,3030.0,4269,,,7893.0,4030.0,,,
2017-08-08,16987.0,3047.0,4278,,,7927.0,4051.0,,,
2017-08-09,17082.0,3057.0,4286,,,7949.0,4062.0,,,
2017-08-10,17159.0,3069.0,4305,,,7976.0,4075.0,,,
2017-08-11,17234.0,3073.0,4314,,,7985.0,4085.0,,,
2017-08-12,17279.0,3084.0,4321,,,7987.0,4099.0,,,
2017-08-13,17337.0,3089.0,4330,,,8001.0,4114.0,,,
2017-08-14,17363.0,3101.0,4343,,,8005.0,4128.0,,,
2017-08-15,17400.0,3115.0,4363,,,8026.0,4143.0,,,
2017-08-16,17444.0,3121.0,4369,,,8042.0,4168.0,,,
2017-08-17,17506.0,3120.0,4381,,,8064.0,4177.0,,,
2017-08-18,17714.0,3124.0,4395,,,8084.0,4185.0,,,
